Date,Open,High,Low,Close
2019-09-18,71.505,71.52,71.145,71.13
2019-09-19,71.345,71.388,71.058,71.37
2019-09-20,71.205,71.205,70.675,71.06
2019-09-21,71.205,71.205,70.675,71.06
2019-09-22,71.205,71.205,70.675,71.06
2019-09-23,71.035,71.05,70.779,70.786
2019-09-24,70.801,71.052,70.723,70.954
2019-09-25,70.976,71.144,70.943,70.972
2019-09-26,71.026,71.026,70.834,70.948
2019-09-27,70.951,70.977,70.364,70.492
2019-09-28,70.951,70.977,70.364,70.492
2019-09-29,70.951,70.977,70.364,70.492
2019-09-30,70.425,70.885,70.356,70.64
2019-10-01,70.66,71.173,70.66,71.1
2019-10-02,71.11,71.375,71.102,71.14
2019-10-03,71.225,71.375,70.857,71.02
2019-10-04,70.817,71.044,70.765,70.82
2019-10-05,70.817,71.044,70.765,70.82
2019-10-06,70.817,71.044,70.765,70.82
2019-10-07,70.965,71.1,70.913,70.967
2019-10-08,70.968002,71.360001,70.828003,71.360001
2019-10-09,71.185,71.23,70.942,71.11
2019-10-10,71.112999,71.410004,70.882004,71.410004
2019-10-11,71.199997,71.199997,70.759003,70.980003
2019-10-12,71.199997,71.199997,70.759003,70.980003
2019-10-13,71.199997,71.199997,70.759003,70.980003
2019-10-14,70.917,71.249496,70.731499,70.914001
2019-10-15,71.228996,71.583,71.124001,71.452499
2019-10-16,71.760002,71.760002,71.364502,71.760002
2019-10-17,71.354401,71.620003,71.07,71.620003
2019-10-18,71.123001,71.422501,70.966003,71.422501
2019-10-19,71.123001,71.422501,70.966003,71.422501
2019-10-20,71.123001,71.422501,70.966003,71.422501
2019-10-21,71.083,71.346001,70.745499,71.029999
2019-10-22,71.105003,71.105003,70.7575,71.105003
2019-10-23,71.074997,71.175003,70.708,71.074997
2019-10-24,70.932503,71.072998,70.699501,70.714996
2019-10-25,70.958,71.190002,70.751503,71.190002
2019-10-26,70.958,71.190002,70.751503,71.190002
2019-10-27,70.958,71.190002,70.751503,71.190002
2019-10-28,70.830002,70.877502,70.6726,70.830002
2019-10-29,70.7351,70.898003,70.68,70.735001
2019-10-30,70.8843,71.050003,70.728996,70.884598
2019-10-31,70.989998,71.139,70.676498,70.989998
2019-11-01,71.272499,71.272499,70.538002,70.970001
2019-11-02,71.272499,71.272499,70.538002,70.970001
2019-11-03,71.272499,71.272499,70.538002,70.970001
2019-11-04,70.5121,70.815002,70.471497,70.5121
2019-11-05,71.0,71.0,70.614304,71.0
2019-11-06,70.894997,71.097,70.649002,70.894997
2019-11-07,71.2575,71.2575,70.874802,71.0
2019-11-08,71.307999,71.470001,71.268501,71.376503
2019-11-09,71.307999,71.470001,71.268501,71.376503
2019-11-10,71.307999,71.470001,71.268501,71.376503
2019-11-11,71.349998,71.613998,71.233002,71.376503
2019-11-12,71.747498,71.778999,71.494301,71.573997
2019-11-13,71.780098,72.191498,71.637001,71.779999
2019-11-14,72.141602,72.360001,71.827003,72.141502
2019-11-15,71.955597,72.172501,71.586502,71.955803
2019-11-16,71.955597,72.172501,71.586502,71.955803
2019-11-17,71.955597,72.172501,71.586502,71.955803
2019-11-18,71.625,71.939003,71.572998,71.705803
2019-11-19,71.934998,72.169998,71.617302,71.935097
2019-11-20,72.07,72.07,71.653999,71.850998
2019-11-21,71.980003,71.980003,71.693802,71.768204
2019-11-22,71.740097,71.942497,71.639,71.740501
2019-11-23,71.740097,71.942497,71.639,71.740501
2019-11-24,71.740097,71.942497,71.639,71.740501
2019-11-25,71.7826,71.864998,71.611504,71.7826
2019-11-26,71.679398,71.809998,71.421997,71.679497
2019-11-27,71.429497,71.580002,71.219803,71.428398
2019-11-28,71.227798,71.75,71.227699,71.228104
2019-11-29,71.547401,71.875504,71.498001,71.547401
2019-11-30,71.547401,71.875504,71.498001,71.547401
2019-12-01,71.547401,71.875504,71.498001,71.547401
2019-12-02,71.738998,71.808998,71.573997,71.723
2019-12-03,71.625099,71.808998,71.499001,71.625
2019-12-04,71.730698,71.959999,71.469002,71.959999
2019-12-05,71.480003,71.639999,71.1791,71.480103
2019-12-06,71.229897,71.431999,71.195,71.385002
2019-12-07,71.229897,71.431999,71.195,71.385002
2019-12-08,71.229897,71.431999,71.195,71.385002
2019-12-09,71.272903,71.275002,71.008499,71.286797
2019-12-10,70.960098,71.150002,70.780998,70.960197
2019-12-11,70.822304,71.010002,70.653,71.010002
2019-12-12,70.729202,70.93,70.516998,70.729301
2019-12-13,70.709999,70.853996,70.471001,70.559898
2019-12-14,70.709999,70.853996,70.471001,70.559898
2019-12-15,70.709999,70.853996,70.471001,70.559898
2019-12-16,70.679497,71.028,70.666496,70.689003
2019-12-17,70.920502,71.091003,70.848,70.920502
2019-12-18,71.025597,71.264503,70.871002,71.214996
2019-12-19,70.989998,71.364998,70.872002,70.989899
2019-12-20,71.222702,71.425003,71.033997,71.222702
2019-12-21,71.222702,71.425003,71.033997,71.222702
