0.321342,0.354454,0.316738,0.339055
0.336617,0.339221,0.312964,0.322373
0.323075,0.330448,0.315432,0.32135
0.321046,0.327033,0.314169,0.317157
0.317718,0.323292,0.297161,0.3011
0.301814,0.301949,0.267563,0.267563
0.269535,0.283312,0.188956,0.193541
0.194537,0.215381,0.193776,0.204924
0.203901,0.205003,0.171572,0.19037
0.190503,0.198134,0.178849,0.191485
0.191141,0.208818,0.188969,0.204118
0.204368,0.242681,0.198582,0.226822
0.226822,0.257704,0.215853,0.249653
0.251065,0.266498,0.229573,0.234435
0.234435,0.242426,0.222295,0.233527
0.232616,0.240979,0.223617,0.230503
0.230691,0.23648,0.224927,0.23051
0.23051,0.23484,0.220335,0.22454
0.223567,0.226966,0.213161,0.215211
0.214801,0.225182,0.208761,0.219839
0.219657,0.233692,0.216036,0.233692
0.233563,0.243647,0.228436,0.240245
0.240356,0.267663,0.232544,0.255471
0.254223,0.276968,0.253901,0.255221
0.255221,0.262062,0.246354,0.258006
0.258416,0.268964,0.247692,0.251536
0.251536,0.268627,0.247798,0.267856
0.267582,0.273767,0.246956,0.248558
0.248558,0.249378,0.226678,0.228662
0.230632,0.240424,0.228691,0.239405
0.239405,0.240976,0.220254,0.227178
0.226149,0.230036,0.223668,0.224819
0.224824,0.226954,0.213956,0.223964
0.225331,0.231187,0.223619,0.229572
0.228135,0.230201,0.221224,0.224373
0.223381,0.226647,0.200084,0.202086
0.203483,0.209218,0.201286,0.203908
0.203908,0.217965,0.201327,0.2131
0.213627,0.236137,0.211159,0.216062
0.216062,0.232348,0.208902,0.218714
0.218626,0.239487,0.217401,0.232733
0.232733,0.236435,0.224734,0.231964
0.232446,0.233021,0.207546,0.215561
0.216155,0.222996,0.20996,0.222128
0.222511,0.265565,0.218394,0.262008
0.259822,0.279429,0.255277,0.26056
0.261057,0.269613,0.245705,0.266931
0.266603,0.270259,0.256116,0.258805
0.258805,0.294419,0.248322,0.288673
0.288418,0.3031,0.28298,0.287842
0.287733,0.288311,0.267046,0.272504
0.272633,0.277983,0.248796,0.256504
0.256504,0.262135,0.252695,0.259089
0.259532,0.272734,0.257369,0.269813
0.269813,0.286194,0.258892,0.27988
0.280697,0.284634,0.26355,0.273554
0.27267,0.297326,0.271267,0.286881
0.290351,0.293389,0.279751,0.281491
0.281491,0.285721,0.265559,0.270874
0.271411,0.277557,0.265762,0.270113
0.270113,0.279112,0.26874,0.271641
0.271681,0.277689,0.252242,0.255987
0.257744,0.262107,0.237505,0.246842
0.246842,0.253365,0.239866,0.249792
0.249792,0.25547,0.233403,0.241305
0.241305,0.249257,0.206647,0.220356
0.220292,0.229108,0.211014,0.227139
0.226732,0.22911,0.207602,0.211774
0.211774,0.213754,0.190732,0.207887
0.207817,0.222868,0.204651,0.221621
0.216762,0.233926,0.214362,0.225623
0.225885,0.313464,0.221459,0.287681
0.287223,0.299351,0.273095,0.276539
0.280964,0.288636,0.264717,0.268963
0.268366,0.272196,0.247693,0.263036
0.266027,0.282018,0.260239,0.274679
0.274679,0.290513,0.272574,0.284073
0.283204,0.291232,0.267514,0.27137
0.270644,0.274067,0.256357,0.266315
0.267178,0.273762,0.258857,0.265688
0.267906,0.278122,0.26275,0.274426
0.274426,0.302797,0.274426,0.293999
0.293999,0.333493,0.292495,0.298059
0.297172,0.297595,0.268345,0.275121
0.275025,0.293969,0.274411,0.284876
0.285938,0.287863,0.271285,0.2766
0.277072,0.27756,0.270583,0.273655
0.273057,0.275036,0.252826,0.255372
0.255994,0.267084,0.252761,0.266729
0.266729,0.267951,0.245107,0.245329
0.245329,0.246931,0.21886,0.220191
0.21973,0.24679,0.218934,0.245779
0.246732,0.247482,0.22897,0.231194
0.231194,0.244646,0.225215,0.240631
0.240803,0.241609,0.232535,0.240987
0.240992,0.253725,0.239775,0.249273
0.249307,0.251571,0.238783,0.240793
0.240837,0.24149,0.233601,0.234056
0.234056,0.234367,0.228212,0.229873
0.229873,0.241014,0.229713,0.238972
0.239022,0.239022,0.22525,0.230055
0.230195,0.23751,0.229467,0.233757
0.233677,0.237507,0.232009,0.233668
0.233605,0.23582,0.226566,0.226746
0.226809,0.229011,0.215458,0.21753
0.21753,0.223514,0.216264,0.219938
0.220416,0.220779,0.211894,0.213518
0.214287,0.230026,0.214044,0.228098
0.228589,0.236382,0.22569,0.236382
0.235912,0.239903,0.23091,0.231657
0.231256,0.244297,0.230826,0.242145
0.242145,0.243708,0.229322,0.23093
0.23093,0.236171,0.226756,0.229909
0.229824,0.230194,0.222618,0.22452
0.223933,0.229474,0.220353,0.22633
0.226151,0.230364,0.224307,0.22708
0.226798,0.232916,0.225767,0.227306
0.22712,0.232504,0.225434,0.228445
0.228345,0.236011,0.224778,0.230721
0.230676,0.257137,0.226724,0.246617
