,Adj Close,Prediction
2019-09-18,0.3390550017356872,
2019-09-19,0.3223730027675628,
2019-09-20,0.3213500082492828,
2019-09-21,0.3171570003032684,
2019-09-22,0.3010999858379364,
2019-09-23,0.267562985420227,
2019-09-24,0.1935410052537918,
2019-09-25,0.204924002289772,
2019-09-26,0.1903699934482574,
2019-09-27,0.1914850026369094,
2019-09-28,0.2041179984807968,
2019-09-29,0.2268220037221908,
2019-09-30,0.2496529966592788,
2019-10-01,0.2344350069761276,
2019-10-02,0.2335270047187805,
2019-10-03,0.2305029928684234,
2019-10-04,0.2305099964141845,
2019-10-05,0.2245399951934814,
2019-10-06,0.2152110040187835,
2019-10-07,0.2198390066623687,
2019-10-08,0.23369200527668,
2019-10-09,0.2402449995279312,
2019-10-10,0.2554709911346435,
2019-10-11,0.2552210092544555,
2019-10-12,0.2580060064792633,
2019-10-13,0.2515360116958618,
2019-10-14,0.2678560018539428,
2019-10-15,0.2485579997301101,
2019-10-16,0.2286619991064071,
2019-10-17,0.2394050061702728,
2019-10-18,0.227178007364273,
2019-10-19,0.224819004535675,
2019-10-20,0.2239640057086944,
2019-10-21,0.2295719981193542,
2019-10-22,0.224372997879982,
2019-10-23,0.2020860016345977,
2019-10-24,0.2039079964160919,
2019-10-25,0.2131000012159347,
2019-10-26,0.216061994433403,
2019-10-27,0.2187139987945556,
2019-10-28,0.2327329963445663,
2019-10-29,0.2319640070199966,
2019-10-30,0.2155610024929046,
2019-10-31,0.2221280038356781,
2019-11-01,0.2620080113410949,
2019-11-02,0.260560005903244,
2019-11-03,0.2669309973716736,
2019-11-04,0.2588050067424774,
2019-11-05,0.2886730134487152,
2019-11-06,0.2878420054912567,
2019-11-07,0.2725040018558502,
2019-11-08,0.2565039992332458,
2019-11-09,0.2590889930725097,
2019-11-10,0.2698130011558532,
2019-11-11,0.2798799872398376,
2019-11-12,0.2735539972782135,
2019-11-13,0.2868809998035431,
2019-11-14,0.2814910113811493,
2019-11-15,0.2708739936351776,
2019-11-16,0.2701129913330078,
2019-11-17,0.2716409862041473,
2019-11-18,0.2559869885444641,
2019-11-19,0.2468419969081878,
2019-11-20,0.249791994690895,
2019-11-21,0.2413049936294555,
2019-11-22,0.2203560024499893,
2019-11-23,0.2271389961242675,
2019-11-24,0.211774006485939,
2019-11-25,0.2078869938850402,
2019-11-26,0.2216210067272186,
2019-11-27,0.2256229966878891,
2019-11-28,0.2876810133457184,
2019-11-29,0.276538997888565,
2019-11-30,0.2689630091190338,
2019-12-01,0.2630360126495361,
2019-12-02,0.2746790051460266,
2019-12-03,0.284072995185852,
2019-12-04,0.271369993686676,
2019-12-05,0.2663150131702423,
2019-12-06,0.2656880021095276,
2019-12-07,0.2744260132312774,
2019-12-08,0.2939989864826202,
2019-12-09,0.2980589866638183,
2019-12-10,0.2751210033893585,
2019-12-11,0.2848759889602661,
2019-12-12,0.2766000032424927,
2019-12-13,0.2736549973487854,
2019-12-14,0.2553719878196716,
2019-12-15,0.2667289972305298,
2019-12-16,0.2453289926052093,
2019-12-17,0.2201910018920898,
2019-12-18,0.2457789927721023,
2019-12-19,0.2311940044164657,
2019-12-20,0.2406309992074966,
2019-12-21,0.2409870028495788,
2019-12-22,0.2492730021476745,
2019-12-23,0.2407930046319961,
2019-12-24,0.2340559959411621,
2019-12-25,0.2298730015754699,
2019-12-26,0.2389719933271408,
2019-12-27,0.2300550043582916,
2019-12-28,0.2337570041418075,
2019-12-29,0.2336679995059967,
2019-12-30,0.226745992898941,
2019-12-31,0.2175299972295761,
2020-01-01,0.2199379950761795,
2020-01-02,0.2135179936885833,
2020-01-03,0.2280980050563812,
2020-01-04,0.2363819926977157,
2020-01-05,0.2316569983959198,
2020-01-06,0.2421450018882751,
2020-01-07,0.2309300005435943,
2020-01-08,0.2299090027809143,
2020-01-09,0.2245199978351593,
2020-01-10,0.2263299971818924,
2020-01-11,0.2270800024271011,
2020-01-12,0.227305993437767,
2020-01-13,0.2284449934959411,
2020-01-14,0.2307209968566894,
2020-01-15,0.2466170042753219,
2020-01-16,0.2405090034008026,
2020-01-17,0.2624840140342712,
2020-01-18,0.2602820098400116,
2020-01-19,0.2400210052728653,
2020-01-20,0.2378589957952499,
2020-01-21,0.2493540048599243,
2020-01-22,0.2467409968376159,
2020-01-23,0.2346889972686767,
2020-01-24,0.2322189956903457,
2020-01-25,0.2349890023469925,
2020-01-26,0.2377800047397613,
2020-01-27,0.2404139935970306,
2020-01-28,0.244277998805046,
2020-01-29,0.2413990050554275,
2020-01-30,0.2421959936618805,
2020-01-31,0.2481459975242614,
2020-02-01,0.2491990029811859,
2020-02-02,0.2534109950065613,
2020-02-03,0.2629309892654419,
2020-02-04,0.281464010477066,
2020-02-05,0.275981992483139,
2020-02-06,0.2867270112037658,
2020-02-07,0.3127749860286712,
2020-02-08,0.307449996471405,
2020-02-09,0.3411160111427307,
2020-02-10,0.3598549962043762,
2020-02-11,0.3692219853401184,
2020-02-12,0.389488011598587,
2020-02-13,0.3478110134601593,
2020-02-14,0.3668470084667206,
2020-02-15,0.3343620002269745,
2020-02-16,0.3418500125408172,
2020-02-17,0.3287990093231201,
2020-02-18,0.3488540053367615,
2020-02-19,0.3504799902439117,
2020-02-20,0.4372119903564453,
2020-02-21,0.4198830127716064,
2020-02-22,0.4496830105781555,
2020-02-23,0.4608190059661865,
2020-02-24,0.4933100044727325,
2020-02-25,0.3943899869918823,
2020-02-26,0.3682020008563995,
2020-02-27,0.3745239973068237,
2020-02-28,0.3483589887619018,
2020-02-29,0.334071010351181,
2020-03-01,0.319689005613327,
2020-03-02,0.3734390139579773,
2020-03-03,0.370510995388031,
2020-03-04,0.3929480016231537,
2020-03-05,0.380158007144928,
2020-03-06,0.3740409910678863,
2020-03-07,0.3392390012741089,
2020-03-08,0.2933459877967834,
2020-03-09,0.2742260098457336,
2020-03-10,0.2834759950637817,
2020-03-11,0.2701799869537353,
2020-03-12,0.1410180032253265,
2020-03-13,0.1513189971446991,
2020-03-14,0.1476850062608719,
2020-03-15,0.1483059972524643,
2020-03-16,0.126470997929573,
2020-03-17,0.1369010061025619,
2020-03-18,0.1361030042171478,
2020-03-19,0.1590099930763244,
2020-03-20,0.1570159941911697,
2020-03-21,0.1532510071992874,
2020-03-22,0.1472409963607788,
2020-03-23,0.1588560044765472,
2020-03-24,0.1595129966735839,
2020-03-25,0.1533460021018982,
2020-03-26,0.1588889956474304,
2020-03-27,0.1577350050210952,
2020-03-28,0.1495649963617324,
2020-03-29,0.144228994846344,
2020-03-30,0.1553570032119751,
2020-03-31,0.1546539962291717,
2020-04-01,0.1546330004930496,
2020-04-02,0.1582659929990768,
2020-04-03,0.1588180065155029,
2020-04-04,0.1778769940137863,
2020-04-05,0.1712000072002411,
2020-04-06,0.1859059929847717,
2020-04-07,0.1852419972419738,
2020-04-08,0.2036750018596649,
2020-04-09,0.2015720009803772,
2020-04-10,0.1791490018367767,
2020-04-11,0.1783300042152404,
2020-04-12,0.1806329935789108,
2020-04-13,0.1752820014953613,
2020-04-14,0.1774619966745376,
